killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
Falling,Riazl,19,295457.8,546047.3,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,141,Kittoa,47,295221.2,546200.1
Falling,Riazl,19,297297.7,543896.7,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,153,bijuuu,47,297152.7,543858.9
Tommy Gun,zhuijizhe,46,393323.4,287632.4,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,110,dybcj,47,393118.5,286507.3
P92,ZeR0_ThE_HeR0,46,413263.6,481657.5,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,126,DaddyMOP,48,413553.2,482173.4
Down and Out,ZeR0_ThE_HeR0,46,413833.9,481134.5,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,126,SamKubota,48,414005,481315.6
P92,172235584,44,566188,135238.2,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,86,CH3NL3I,48,566517.2,135206.8
Punch,ZsZsZsZsZsZZ,4,576398.4,119800.4,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,70,TongLing666liu,48,576363.3,119717.8
M416,TCCCCCCCC,36,392662.1,277881.2,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,122,Quilici,49,389007.9,279031.6
M416,TCCCCCCCC,36,393092.8,277905.9,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,115,Hanjeii,49,391552.9,278262.5
M16A4,I_DONT_KNOW98,45,345499.8,161962.6,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,114,Dead_Weapon,50,344948.8,161930.8
Down and Out,I_DONT_KNOW98,45,345200.5,162043.5,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,114,Aiddiction,50,346038.8,161302.7
